MI0000092	hsa-mir-91 	hsa-mir-91-13 	MI0000071 	miR-91 is expressed from the 5' arm of the mir-17 precursor hairpin. 
MI0012634	peu-MIR2911 		MI0012634 	The sequence annotated as mature miR2911 is a fragment of rRNA, so is removed from miRBase 20. 
MI0021418	nta-MIR2911 		MI0021418 	The sequence annotated as mature miR2911 is a fragment of rRNA, so is removed from miRBase 20. 
MI0022263	han-MIR2911 		MI0022263 	The sequence annotated as mature miR2911 is a fragment of rRNA, so is removed from miRBase 20. 
MI0008269	osa-MIR1423b 		MI0006963 	Two MIR1423 sequences in miRBase 19 map to a single locus in the MSU7 genome assembly. The entries are merged in miRBase 20. 
MI0009715	osa-MIR1318 		MI0006972 	The sequences annotated as MIR1318 and MIR1432 in miRBase 19 map to a single locus in the MSU7 genome assembly. The entries are merged in miRBase 20. 
MI0001106	osa-MIR166j 		MI0001144 	Two MIR166 sequences in miRBase 19 map to a single locus in the MSU7 genome assembly. The entries are merged in miRBase 20. 
MI0009714	osa-MIR1317 		MI0008292 	The sequences annotated as MIR1317 and MIR1882e in miRBase 19 map to a single locus in the MSU7 genome assembly. The entries are merged in miRBase 20. 
MI0001699	osa-MIR439i 		MI0001691 	Five MIR439 sequences in miRBase 19 map to four loci in the MSU7 genome assembly. The entries are rationalised in miRBase 20. 
MI0007051	osa-MIR827c 		MI0010490 	osa-MIR827c (Lu et al. Plant J 2008) was a predicted locus with low sequence similarity to other MIR827 sequences, and which has not been seen in subsequent RNAseq experiments. The sequence is deleted from miRBase 20. 
MI0010568	osa-MIR827b 		MI0010490 	Two MIR827 sequences in miRBase 19 map to one locus in the MSU7 genome assembly. The entries are merged in miRBase 20. 
MI0001702	osa-MIR396d 		MI0001703 	Two MIR396 sequences in miRBase 19 map to one locus in the MSU7 genome assembly. The entries are merged in miRBase 20. 
MI0015779	aly-MIR399j 		MI0014637 	Two MIR399 sequences in miRBase 19 map to one locus in the v1.0 genome assembly. The entries are merged in miRBase 20. 
MI0021658	ppe-MIR171d 		MI0021623 	Two MIR171 loci in miRBase 19 map to the same locus in the Prupu1.0 genome assembly. The entries are merged in miRBase 20. 
MI0008268	osa-MIR1867 		MI0008268 	The pattern of deep sequencing reads derived from the MIR1867 locus is not consistent with miRNA processing. The sequence is removed from miRBase 20. 
MI0019725	gma-MIR1513d 		MI0019725 	The predicted structure of the region flanking the proposed mature miRNA sequence doesnot adopt a pre-miRNA-like hairpin. The sequence is removed from miRBase 20. 
MI0005793	pta-MIR783 		MI0005113 	The pattern of deep sequencing reads mapping to the MIR783 locus is not consistent with miRNA processing. The entry is removed from miRBase 20. 
MI0022101	pde-MIR783 		MI0005113 	The pattern of deep sequencing reads mapping to the MIR783 locus is not consistent with miRNA processing. The entry is removed from miRBase 20. 
MI0005113	ath-MIR783 		MI0005113 	The pattern of deep sequencing reads mapping to the MIR783 locus is not consistent with miRNA processing. The entry is removed from miRBase 20. 
MI0011431	bta-mir-2391 		MI0011431 	The putative mature sequence is low complexity (AAAAAA seed), and the hairpin prediction is weak. The entry is removed from miRBase 20. 
MI0021590	mmu-mir-6243 		MI0021590 	The sequence annotated as miR-6243 is a fragment of LSU rRNA. The entry is removed from miRBase 20. 
MI0016077	hsa-mir-3676 		MI0016077 	The sequence annotated as miR-3676 is a fragment of a tRNA, and the deep sequencing reads mapping to the predicted hairpin do not support miRNA processing. The entry is removed from miRBase 20. 
MI0015918	ssc-mir-4333 		MI0015918 	The sequence annotated as mir-4333 overlaps the well-conserved snoRNA SNORA53. The entry is removed from miRBase 20. 
MI0015930	ssc-mir-4336 		MI0015930 	The sequence annotated as mir-4336 overlaps the well-conserved snoRNA SNORA18. The entry is removed from miRBase 20. 
MI0023528	sbi-MIR169r 		MI0001558 	Two MIR169 sequences map to the same locus in the Sorghum genome assembly. The entries are merged in miRBase 20. 
MI0010197	spu-mir-79 		MI0010189 	The previously annotated mir-9 and mir-79 sequences derive from the same locus. The entries are merged in miRBase 20. 
MI0013334	bma-mir-79 		MI0013326 	The previously annotated mir-9 and mir-79 sequences derive from the same locus. The entries are merged in miRBase 20. 
MI0009707	pta-MIR1310 		MI0009707 	The mature miR1310 exactly matches a fragment of LSU rRNA. The corresponding entry is removed from miRBase 21. 
MI0022111	pde-MIR1310 		MI0022111 	The mature miR1310 exactly matches a fragment of LSU rRNA. The corresponding entry is removed from miRBase 21. 
MI0022262	han-MIR1310 		MI0022262 	The mature miR1310 exactly matches a fragment of LSU rRNA. The corresponding entry is removed from miRBase 21. 
MI0022569	cln-MIR1310 		MI0022569 	The mature miR1310 exactly matches a fragment of LSU rRNA. The corresponding entry is removed from miRBase 21. 
MI0005711	cre-MIR916 		MI0005711 	The region flanking the putative miR916 sequence is predicted to be a tRNA with high confidence by tRNAscan-SE. The sequence is therefore removed in miRBase 21. 
MI0023461	bma-mir-5861-2 		MI0023460 	Two previous mir-5861 annotations collapse to a single locus in the v3 genome assembly. 
MI0026295	bma-mir-268-2 		MI0026294 	Three previous mir-268 annotations collapse to a single locus in the v3 genome assembly. 
MI0026296	bma-mir-268-3 		MI0026294 	Three previous mir-268 annotations collapse to a single locus in the v3 genome assembly. 
MI0026302	bma-mir-36-3 		MI0026300 	Five previous mir-36 annotations collapse to two loci in the v3 genome assembly. 
MI0026303	bma-mir-36-4 		MI0026300 	Five previous mir-36 annotations collapse to two loci in the v3 genome assembly. 
MI0026304	bma-mir-36-5 		MI0026300 	Five previous mir-36 annotations collapse to two loci in the v3 genome assembly. 
MI0023436	bma-mir-5840-2 		MI0023435 	Two previous mir-5840 annotations collapse to one locus in the v3 genome assembly. 
MI0023463	bma-mir-5862-2 		MI0023462 	Two previous mir-5862 annotations collapse to one locus in the v3 genome assembly. 
MI0023465	bma-mir-5863-2 		MI0023464 	Two previous mir-5863 annotations collapse to one locus in the v3 genome assembly. 
MI0023445	bma-mir-5847-3 		MI0023443 	Three previous mir-5847 annotations collapse to two loci in the v3 genome assembly. 
MI0023487	bma-mir-5877-2 		MI0023486 	Two previous mir-5877 annotations collapse to one locus in the v3 genome assembly. 
MI0023495	bma-mir-5881c 		MI0023494 	Three previous mir-5881 annotations collapse to two loci in the v3 genome assembly. 
MI0023498	bma-mir-5882a-3 		MI0023496 	Three previous mir-5882a annotations collapse to two loci in the v3 genome assembly. 
MI0023501	bma-mir-5882b-3 		MI0023499 	Three previous mir-5882b annotations collapse to two loci in the v3 genome assembly. 
MI0023504	bma-mir-5883-3 		MI0023502 	Three previous mir-5883 annotations collapse to two loci in the v3 genome assembly. 
MI0023475	bma-mir-5872-2 		MI0023474 	Six previous mir-5872 annotations collapse to one locus in the v3 genome assembly. 
MI0023476	bma-mir-5872-3 		MI0023474 	Six previous mir-5872 annotations collapse to one locus in the v3 genome assembly. 
MI0023477	bma-mir-5872-4 		MI0023474 	Six previous mir-5872 annotations collapse to one locus in the v3 genome assembly. 
MI0023478	bma-mir-5872-5 		MI0023474 	Six previous mir-5872 annotations collapse to one locus in the v3 genome assembly. 
MI0023479	bma-mir-5872-6 		MI0023474 	Six previous mir-5872 annotations collapse to one locus in the v3 genome assembly. 
MI0023481	bma-mir-5873-2 		MI0023480 	Three previous mir-5873 annotations collapse to one locus in the v3 genome assembly. 
MI0023482	bma-mir-5873-3 		MI0023480 	Three previous mir-5873 annotations collapse to one locus in the v3 genome assembly. 
MI0011551	bta-mir-2487 		MI0011551 	The annotated miR-2487 mature sequence is a fragment of LSU rRNA, so is removed from miRBase 21. 
MI0015378	gga-mir-3527 		MI0015378 	The sequence annotated as mir-3527 maps to the chicken mitochondrial DNA sequence. It is removed in miRBase 21. 
MI0007291	gga-mir-1566 		MI0007291 	The submitted mir-1566 sequence does not match to either the assembled chicken genome (galGal4.0), any unmapped contigs, or any chicken sequence in the Trace Archive (2014-04-07). The sequence is removed from miRBase 21. 
MI0010156	sko-mir-79 		MI0010148 	mir-9 and mir-79 map to a single locus in the Skow_1.0 genome assembly, so are merged. 
MI0017547	sko-mir-125b 		MI0010163 	mir-125a and mir-125b map to a single locus in the Skow_1.0 genome assembly, so are merged. 
MI0004701	mmu-mir-716 		MI0004701 	miR-716 is a fragment of LSU rRNA. The mouse sequence was never made available in a public release, and is now removed from the database. 
MI0019600	sha-mir-716a 		MI0019600 	miR-716 is a fragment of LSU rRNA, so is removed from miRBase 21. 
MI0019618	sha-mir-716b 		MI0019618 	miR-716 is a fragment of LSU rRNA, so is removed from miRBase 21. 
MI0000334	cel-mir-257 		MI0000334 	The annotation of cel-mir-257 as a microRNA was questioned by Jan et al (Nature 2011 469:97-101). The pattern of reads from deep sequencing datasets aggregated in miRBase and mapping to the locus is not consistent with microRNA processing. The sequence is removed from miRBase 21. 
MI0000335	cel-mir-258-1 		MI0000335 	The annotation of cel-mir-258 as a microRNA was questioned by Jan et al (Nature 2011 469:97-101). The pattern of reads from deep sequencing datasets aggregated in miRBase and mapping to the locus is not consistent with microRNA processing. The sequence is removed from miRBase 21. 
MI0010691	cel-mir-258-2 		MI0010691 	The annotation of cel-mir-258 as a microRNA was questioned by Jan et al (Nature 2011 469:97-101). The pattern of reads from deep sequencing datasets aggregated in miRBase and mapping to the locus is not consistent with microRNA processing. The sequence is removed from miRBase 21. 
MI0000337	cel-mir-260 		MI0000337 	The annotation of cel-mir-260 as a microRNA was questioned by Jan et al (Nature 2011 469:97-101). The pattern of reads from deep sequencing datasets aggregated in miRBase and mapping to the locus is not consistent with microRNA processing. The sequence is removed from miRBase 21. 
MI0000339	cel-mir-262 		MI0000339 	The annotation of cel-mir-262 as a microRNA was questioned by Jan et al (Nature 2011 469:97-101). The pattern of reads from deep sequencing datasets aggregated in miRBase and mapping to the locus is not consistent with microRNA processing. The sequence is removed from miRBase 21. 
MI0000752	cel-mir-353 		MI0000752 	The annotation of cel-mir-353 as a microRNA was questioned by Jan et al (Nature 2011 469:97-101). The pattern of reads from deep sequencing datasets aggregated in miRBase and mapping to the locus is not consistent with microRNA processing. The sequence is removed from miRBase 21. 
MI0001390	cbr-mir-353 		MI0001390 	The annotation of cel-mir-353 as a microRNA was questioned by Jan et al (Nature 2011 469:97-101). The pattern of reads from deep sequencing datasets aggregated in miRBase and mapping to the locus is not consistent with microRNA processing. The sequence is removed from miRBase 21. 
MI0010964	cel-mir-2214 		MI0010964 	The annotation of cel-mir-2214 as a microRNA was questioned by Jan et al (Nature 2011 469:97-101). The pattern of reads from deep sequencing datasets aggregated in miRBase and mapping to the locus is not consistent with microRNA processing. The sequence is removed from miRBase 21. 
MI0011009	cbr-mir-2214 		MI0011009 	The annotation of cel-mir-2214 as a microRNA was questioned by Jan et al (Nature 2011 469:97-101). The pattern of reads from deep sequencing datasets aggregated in miRBase and mapping to the locus is not consistent with microRNA processing. The sequence is removed from miRBase 21. 
MI0022085	bmo-mir-6495 		MI0022085 	The sequence reported as miR-6495 is a fragment of LSU rRNA. The entry is removed from miRBase 21. 
MI0022086	bmo-mir-6496 		MI0022086 	The sequence reported as miR-6496 is a fragment of LSU rRNA. The entry is removed from miRBase 21. 
MI0022067	mja-mir-6490 		MI0022067 	The sequence reported as miR-6490 appears to derive from a fragment of LSU rRNA. The entry is removed from miRBase 21. 
MI0009929	mmu-mir-1940 		MI0009929 	The sequence reported as miR-1940 appears to be a fragment of the snoRNA SCARNA4. The pattern of reads mapping to the locus is also not consistent with microRNA processing (Kozomara and Griffiths-Jones, NAR 2014 42:D68-D73). The entry is removed from miRBase 21. 
MI0030669	chi-mir-1940 		MI0009929 	The sequence reported as miR-1940 appears to be a fragment of the snoRNA SCARNA4. The pattern of reads mapping to the mouse locus is also not consistent with microRNA processing (Kozomara and Griffiths-Jones, NAR 2014 42:D68-D73). The entry is removed from miRBase 21. 
MI0011455	bta-mir-1940 		MI0009929 	The sequence reported as miR-1940 appears to be a fragment of the snoRNA SCARNA4. The pattern of reads mapping to the mouse locus is also not consistent with microRNA processing (Kozomara and Griffiths-Jones, NAR 2014 42:D68-D73). The entry is removed from miRBase 21. 
MI0016070	hsa-mir-3669 		MI0016070 	The putative hairpin precursor mir-3669 is mostly comprised of an AU simple repeat. The hairpin structure prediction is therefore not useful. Such simple repeats should not be annotated as microRNAs without significant additional experimental evidence. In this case, there are insufficient reads mapping to the locus from aggregated deep sequencing experiments. The entry is therefore removed from miRBase 21. 
MI0016074	hsa-mir-3673 		MI0016074 	The putative hairpin precursor mir-3673 is mostly comprised of an AU simple repeat. The hairpin structure prediction is therefore not useful. Such simple repeats should not be annotated as microRNAs without significant additional experimental evidence. In this case, there are insufficient reads mapping to the locus from aggregated deep sequencing experiments. The entry is therefore removed from miRBase 21. 
MI0015976	hsa-mir-1270-2 		MI0006407 	The two previously annotated mir-1270 sequences map to a single locus in the GRCh38 genome assembly. The entries are merged in miRBase 21. 
MI0026414	hsa-mir-7112-2 		MI0022963 	The two previously annotated mir-7112 sequences map to a single locus in the GRCh38 genome assembly. The entries are merged in miRBase 21. 
MI0023562	hsa-mir-6077-2 		MI0020354 	The two previously annotated mir-6077 sequences map to a single locus in the GRCh38 genome assembly. The entries are merged in miRBase 21. 
MI0014243	hsa-mir-3118-5 		MI0014131 	The six previously annotated mir-3118 sequences map to four loci in the GRCh38 genome assembly. The entries are rationalised in miRBase 21. 
MI0015981	hsa-mir-3118-6 		MI0014131 	The six previously annotated mir-3118 sequences map to four loci in the GRCh38 genome assembly. The entries are rationalised in miRBase 21. 
MI0015953	aga-mir-375-2 		MI0008310 	Two annotated mir-375 map to only one location in the AgamP3 genome assembly. The two sequences are merged in miRBase 21. 
MI0015954	ame-mir-10-2 		MI0005727 	Two previously annotated mir-10 sequences map to a single locus in the AMEL4.5 genome assembly. The entries are merged in miRBase 21. 
MI0016458	ata-MIR169 		MI0016458 	The MIR169 sequence computationally predicted from EST data (Dryanova et al, Genome 2008 51:433-443) does not match the ASM34733v1 genome assembly. The sequence is deleted from miRBase 21. 
MI0016462	ata-MIR172 		MI0016462 	The MIR172 sequence computationally predicted from EST data (Dryanova et al, Genome 2008 51:433-443) does not match the ASM34733v1 genome assembly. The sequence is deleted from miRBase 21. 
MI0010114	lgi-mir-79 		MI0010105 	The sequences annotated as mir-9 and mir-79 map to the same locus in the Helro1 genome assembly. The entries are merged in miRBase 21. 
MI0009699	dya-mir-263b-2 		MI0009687 	Two mir-263b sequences map to a single locus in the caf1 genome assembly. The entries are merged in miRBase 21. 
MI0009656	dya-mir-315-2 		MI0009685 	Two mir-315 sequences map to a single locus in the caf1 genome assembly. The entries are merged in miRBase 21. 
MI0009695	dya-mir-316-2 		MI0009652 	Two mir-316 sequences map to a single locus in the caf1 genome assembly. The entries are merged in miRBase 21. 
MI0009686	dya-mir-9a-2 		MI0009642 	Two mir-9a sequences map to a single locus in the caf1 genome assembly. The entries are merged in miRBase 21. 
MI0008449	ptr-mir-1244-10 		MI0008447 	11 previously annotated mir-1244 sequence map to only 9 loci in the PanTro2.1.4 genome assembly. The entries are rationalised in miRBase 21. 
MI0008450	ptr-mir-1244-11 		MI0008444 	11 previously annotated mir-1244 sequence map to only 9 loci in the PanTro2.1.4 genome assembly. The entries are rationalised in miRBase 21. 
MI0008501	ptr-mir-1297-2 		MI0008500 	Two previously annotated mir-1297 sequences map to only one locus in the PanTro2.1.4 genome assembly. The entries are merged in miRBase 21. 
MI0008532	ptr-mir-1324-2 		MI0008531 	Two previously annotated mir-1324 sequences map to only one locus in the PanTro2.1.4 genome assembly. The entries are merged in miRBase 21. 
MI0008542	ptr-mir-141-2 		MI0008541 	Two previously annotated mir-141 sequences map to only one locus in the PanTro2.1.4 genome assembly. The entries are merged in miRBase 21. 
MI0008758	ptr-mir-548i-6 		MI0008757 	Two previously annotated mir-548i sequences map to only one locus in the PanTro2.1.4 genome assembly. The entries are merged in miRBase 21. 
MI0011794	dsi-mir-987-2 		MI0011735 	Two annotated mir-987 sequences map to a single locus in the CAF1 genome assembly. The entries are merged in miRBase 21. 
MI0007973	vvi-MIR828b 		MI0007973 	Rock (Trends Plant Sci. 2013 18:601-610) suggests that the non-coding RNA Vvi-TAS4c has been mis-annotated as MIR828b. The MIR828b locus is therefore removed from miRBase 21. 
MI0015997	hsa-mir-3607 		MI0015997 	The mir-3607 locus overlaps with an annotated snoRNA, SNORD138 (PMID:24174566). On inspection, the pattern of conservation of the locus in vertebrates suggests the snoRNA annotation is more likely. The pattern of deep sequencing reads mapping to the locus in human is also not supportive of the microRNA annotation. 
MI0022368	gga-mir-3607 		MI0022368 	The mir-3607 locus overlaps with an annotated snoRNA, SNORD138 (PMID:24174566). On inspection, the pattern of conservation of the locus in vertebrates suggests the snoRNA annotation is more likely. The pattern of deep sequencing reads mapping to the locus in human is also not supportive of the microRNA annotation. 
MI0033068	cgr-mir-3607 		MI0033068 	The mir-3607 locus overlaps with an annotated snoRNA, SNORD138 (PMID:24174566). On inspection, the pattern of conservation of the locus in vertebrates suggests the snoRNA annotation is more likely. The pattern of deep sequencing reads mapping to the locus in human is also not supportive of the microRNA annotation. 
MI0019581	dre-mir-132-3 		MI0001991 	The sequences previously named mir-132-2 and mir-132-3 map to the same locus in the GRCz10 genome assembly. The entries are therefore merged. 
MI0019582	dre-mir-137-3 		MI0002001 	The sequences previously named mir-137-2 and mir-137-3 map to the same locus in the GRCz10 genome assembly. The entries are therefore merged. 
MI0002008	dre-mir-143-2 		MI0002007 	The sequences previously named mir-143-1 and mir-143-2 map to the same locus in the GRCz10 genome assembly. The entries are therefore merged. 
MI0019583	dre-mir-187-2 		MI0001370 	The sequences previously named mir-187-1 and mir-187-2 map to the same locus in the GRCz10 genome assembly. The entries are therefore merged. 
MI0019591	dre-mir-23a-4 		MI0001915 	The sequences previously named mir-23a-2 and mir-23a-4 map to the same locus in the GRCz10 genome assembly. The entries are therefore merged. 
MI0019592	dre-mir-24-5 		MI0001919 	The sequences previously named mir-24-2 and mir-24-5 map to the same locus in the GRCz10 genome assembly. The entries are therefore merged. 
MI0019589	dre-mir-27c-2 		MI0001930 	The sequences previously named mir-27c-1 and mir-27c-2 map to the same locus in the GRCz10 genome assembly. The entries are therefore merged. 
MI0019590	dre-mir-725-2 		MI0004769 	The sequences previously named mir-725-1 and mir-725-2 map to the same locus in the GRCz10 genome assembly. The entries are therefore merged. 
MI0016709	csi-MIR399e 		MI0016713 	Sequences previously named MIR399e and MIR399c map to the same locus in the Csi_valencia_1.0 genome assembly. The entries are merged. 
MI0013316	csi-MIR166b 		MI0013316 	The sequences previously named csi-MIR166b and csi-MIR166d do not map to MIR166 hairpin-like sequences in the Csi_valencia_1.0 genome assembly. The entries are deleted. 
MI0016695	csi-MIR166d 		MI0016695 	The sequences previously named csi-MIR166b and csi-MIR166d do not map to MIR166 hairpin-like sequences in the Csi_valencia_1.0 genome assembly. The entries are deleted. 
MI0016720	csi-MIR477c 		MI0016718 	Sequences previously named MIR477a and MIR477c map to the same locus in the Csi_valencia_1.0 genome assembly. The entries are merged. 
MI0016721	csi-MIR479 		MI0016698 	Sequences previously named MIR171b and MIR479c map to the same locus in the Csi_valencia_1.0 genome assembly. The entries are merged. 
MI0016700	csi-MIR172b 		MI0013302 	Sequences previously named MIR172a and MIR172b map to the same locus in the Csi_valencia_1.0 genome assembly. The entries are merged. 
MI0006409	hsa-mir-1273a 		MI0006409 	Many of the miRNA loci annotated as mir-1273 family members have patterns of mapped reads from RNAseq experiments that are not consistent with the gene being processed as a miRNA. The reads may be derived from SRP RNA, or derived Alu repeats. hsa-mir-1273a,b,d,e,f,g are removed the database. 
MI0008474	ptr-mir-1273 		MI0008474 	Many of the miRNA loci annotated as mir-1273 family members have patterns of mapped reads from RNAseq experiments that are not consistent with the gene being processed as a miRNA. The reads may be derived from SRP RNA, or derived Alu repeats. hsa-mir-1273a,b,d,e,f,g are removed the database. 
MI0014254	hsa-mir-1273d 		MI0014254 	Many of the miRNA loci annotated as mir-1273 family members have patterns of mapped reads from RNAseq experiments that are not consistent with the gene being processed as a miRNA. The reads may be derived from SRP RNA, or derived Alu repeats. hsa-mir-1273a,b,d,e,f,g are removed the database. 
MI0015230	ppy-mir-1273a 		MI0015230 	Many of the miRNA loci annotated as mir-1273 family members have patterns of mapped reads from RNAseq experiments that are not consistent with the gene being processed as a miRNA. The reads may be derived from SRP RNA, or derived Alu repeats. hsa-mir-1273a,b,d,e,f,g are removed the database. 
MI0016059	hsa-mir-1273e 		MI0016059 	Many of the miRNA loci annotated as mir-1273 family members have patterns of mapped reads from RNAseq experiments that are not consistent with the gene being processed as a miRNA. The reads may be derived from SRP RNA, or derived Alu repeats. hsa-mir-1273a,b,d,e,f,g are removed the database. 
MI0018002	hsa-mir-1273f 		MI0018002 	Many of the miRNA loci annotated as mir-1273 family members have patterns of mapped reads from RNAseq experiments that are not consistent with the gene being processed as a miRNA. The reads may be derived from SRP RNA, or derived Alu repeats. hsa-mir-1273a,b,d,e,f,g are removed the database. 
MI0018003	hsa-mir-1273g 		MI0018003 	Many of the miRNA loci annotated as mir-1273 family members have patterns of mapped reads from RNAseq experiments that are not consistent with the gene being processed as a miRNA. The reads may be derived from SRP RNA, or derived Alu repeats. hsa-mir-1273a,b,d,e,f,g are removed the database. 
MI0020837	ggo-mir-1273c 		MI0020837 	Many of the miRNA loci annotated as mir-1273 family members have patterns of mapped reads from RNAseq experiments that are not consistent with the gene being processed as a miRNA. The reads may be derived from SRP RNA, or derived Alu repeats. hsa-mir-1273a,b,d,e,f,g are removed the database. 
MI0020933	ppy-mir-1273e 		MI0020933 	Many of the miRNA loci annotated as mir-1273 family members have patterns of mapped reads from RNAseq experiments that are not consistent with the gene being processed as a miRNA. The reads may be derived from SRP RNA, or derived Alu repeats. hsa-mir-1273a,b,d,e,f,g are removed the database. 
MI0016088	hsa-mir-3687-1 		MI0016088 	The pattern of reads from RNAseq experiments does not support the annotation of mir-3687 as a miRNA. The sequence is removed from the database in release 22. 
MI0031515	hsa-mir-3687-2 		MI0031515 	The pattern of reads from RNAseq experiments does not support the annotation of mir-3687 as a miRNA. The sequence is removed from the database in release 22. 
MI0016805	hsa-mir-4459 		MI0016805 	The pattern of reads from RNAseq experiments does not support the annotation of mir-4459 as a miRNA. The sequence is removed from the database in release 22. 
MI0016807	hsa-mir-4461 		MI0016807 	The pattern of reads from RNAseq experiments does not support the annotation of mir-4461 as a miRNA. The sequence is removed from the database in release 22. 
MI0016755	hsa-mir-4419a 		MI0016755 	The pattern of reads from RNAseq experiments does not support the annotation of mir-4419 as a miRNA. The sequence is removed from the database in release 22. 
MI0016861	hsa-mir-4419b 		MI0016861 	The pattern of reads from RNAseq experiments does not support the annotation of mir-4419 as a miRNA. The sequence is removed from the database in release 22. 
MI0020364	hsa-mir-6087 		MI0020364 	The pattern of reads from RNAseq experiments does not support the annotation of mir-6087 as a miRNA. The sequence is removed from the database in release 22. 
MI0022558	hsa-mir-6723 		MI0022558 	The pattern of reads from RNAseq experiments does not support the annotation of mir-6723 as a miRNA. The sequence is removed from the database in release 22. 
MI0016053	hsa-mir-3653 		MI0016053 	The pattern of reads from RNAseq experiments, and the base paired secondary structure of the putative pre-miRNA, do not support the annotation of mir-3653 as a miRNA. The sequence is removed from the database in release 22. 
MI0016899	hsa-mir-4532 		MI0016899 	Reads that map to the annotated mir-4532 locus (many with one mismatch) map exactly to annotated 28S rRNA sequences. The miRNA annotation is therefore likely to be false, and the miRNA is therefore removed from the database. 
MI0017439	hsa-mir-4792 		MI0017439 	Reads that map to the annotated mir-4792 locus (many with one mismatch) map exactly to annotated 28S rRNA sequences. The miRNA annotation is therefore likely to be false, and the miRNA is therefore removed from the database. 
MI0016753	hsa-mir-4417 		MI0016753 	The pattern of reads that map to the annotated mir-4414 locus is not consistent with processing as a miRNA. Additionally, the reads may derive from annotated 28S rRNA sequences. The miRNA annotation is therefore likely to be false, and the miRNA is therefore removed from the database. 
MI0016056	hsa-mir-3656 		MI0016056 	The pattern of reads that map to the annotated mir-3656 locus is not consistent with processing as a miRNA. Additionally, the reads may derive from annotated 28S rRNA sequences. The miRNA annotation is therefore likely to be false, and the miRNA is therefore removed from the database. 
MI0009954	mmu-mir-1957a 		MI0009954 	The sequences annotated as mir-1957 family members are likely fragments of tRNA sequences. Furthermore, the patterns of reads mapping to these loci from deep sequencing experiments do not support their annotation as miRNAs. 
MI0021929	mmu-mir-1957b 		MI0021929 	The sequences annotated as mir-1957 family members are likely fragments of tRNA sequences. Furthermore, the patterns of reads mapping to these loci from deep sequencing experiments do not support their annotation as miRNAs. 
MI0023646	mml-mir-133d 		MI0002533 	mir-133a and mir-133d map to the same genomic locus in the Mmul_8.0.1 genome assembly, so the entries are merged. 
MI0020902	mml-mir-217b 		MI0007674 	mir-217a and mir-217b map to the same genomic locus in the Mmul_8.0.1 genome assembly, so the entries are merged. 
MI0007754	mml-mir-453 		MI0023688 	mir-323b and mir-453 map to the same genomic locus in the Mmul_8.0.1 genome assembly, so the entries are merged. 
MI0018199	mml-mir-371-2 		MI0007715 	mir-371-1 and mir-371-2 map to the same genomic locus in the Mmul_8.0.1 genome assembly, so the entries are merged. 
MI0024975	hsa-mir-7641-1 		MI0024975 	The sequences annotated as miR-7641 appear to be fragments of 5S rRNA, so are removed from the database. 
MI0024976	hsa-mir-7641-2 		MI0024976 	The sequences annotated as miR-7641 appear to be fragments of 5S rRNA, so are removed from the database. 
MI0025423	hhi-mir-7641 		MI0025423 	The sequences annotated as miR-7641 appear to be fragments of 5S rRNA, so are removed from the database. 
MI0032226	cja-mir-9920 		MI0032226 	mir-9920 maps thousands of times to the C. jacchus genome, and is likely therefore not a bona fide miRNA. 
MI0018001	hsa-mir-5095 		MI0018001 	The mature miR-5095 sequence maps thousands of times to the human genome, and is likely therefore not a bona fide miRNA. 
MI0032296	cja-mir-5095 		MI0032296 	The mature miR-5095 sequence maps thousands of times to the C. jacchus genome, and is likely therefore not a bona fide miRNA. 
MI0031902	cja-mir-376a-3 		MI0031900 	The 3 annotated mir-376a sequences map to only 2 loci in the Callithrix_jacchus-3.2 genome assembly. The entries are marged. 
MI0003572	hsa-mir-566 		MI0003572 	The sequence annotated as miR-566 maps many times to the human genome, and the pattern of reads from deep sequencing datasets does not support the miRNA annotation. The sequence is therefore removed from the database. 
MI0008781	ptr-mir-566 		MI0008781 	The sequence annotated as miR-566 maps many times to primate genomes, and the pattern of reads from deep sequencing datasets in human does not support the miRNA annotation. The sequence is therefore removed from the database. 
MI0015057	ppy-mir-566 		MI0015057 	The sequence annotated as miR-566 maps many times to primate genomes, and the pattern of reads from deep sequencing datasets in human does not support the miRNA annotation. The sequence is therefore removed from the database. 
MI0006388	hsa-mir-1254-1 		MI0006388 	The sequence annotated as miR-1254 maps many times to primate genomes, and the pattern of reads from deep sequencing datasets in human does not support the miRNA annotation. The sequence is therefore removed from the database. 
MI0008459	ptr-mir-1254 		MI0008459 	The sequence annotated as miR-1254 maps many times to primate genomes, and the pattern of reads from deep sequencing datasets in human does not support the miRNA annotation. The sequence is therefore removed from the database. 
MI0015212	ppy-mir-1254 		MI0015212 	The sequence annotated as miR-1254 maps many times to primate genomes, and the pattern of reads from deep sequencing datasets in human does not support the miRNA annotation. The sequence is therefore removed from the database. 
MI0016747	hsa-mir-1254-2 		MI0016747 	The sequence annotated as miR-1254 maps many times to primate genomes, and the pattern of reads from deep sequencing datasets in human does not support the miRNA annotation. The sequence is therefore removed from the database. 
MI0002721	ppy-mir-101-3 		MI0014811 	The 3 annotated mir-101 sequences map to just 2 loci in the P_pygmaeus_2.0.2 genome assembly. The entries are rationalised and merged. 
MI0015257	ppy-mir-1302-2 		MI0015256 	The 5 annotated mir-1302 sequences map to just 4 loci in the P_pygmaeus_2.0.2 genome assembly. The entries are rationalised and merged. 
